reportDate,cpc
2019-08-15,0.489714017562165
2019-08-16,0.500265661875407
2019-08-17,0.494326693031136
2019-08-18,0.492962379765704
2019-08-19,0.483893867011543
2019-08-20,0.489307642227564
2019-08-21,0.491913626714008
2019-08-22,0.488097895535202
2019-08-23,0.479739053729067
2019-08-24,0.476059498868725
2019-08-25,0.465459743222058
2019-08-26,0.487040907005788
2019-09-08,0.405088222728056
2019-09-09,0.464115957361489
2019-09-10,0.458374810262719
2019-09-11,0.466061579582107
2019-09-12,0.453750523540071
2019-09-13,0.478611996299342
2019-09-14,0.459098858225147
2019-09-15,0.444367346196572
2019-09-16,0.441558732475847
2019-09-17,0.470590127480997
2019-09-18,0.437275475298049
2019-09-19,0.432658207269362
2019-09-20,0.43271473839312
2019-09-21,0.421945455447715
2019-09-22,0.41462611981496
2019-09-23,0.424184685376877
2019-09-24,0.418383547062643
2019-09-25,0.427209330714026
2019-09-26,0.431550463210947
2019-09-27,0.442122962826588
2019-09-28,0.426822380629366
2019-09-29,0.437589556257301
2019-09-30,0.448902803308824
2019-10-01,0.378362887227682
2019-10-02,0.365746150954498
2019-10-03,0.352175924513075
2019-10-04,0.351947869615579
2019-10-05,0.361631118219201
2019-10-06,0.386859427613748
2019-10-07,0.372547975305009
2019-10-08,0.420306880890377
2019-10-09,0.503971520557427
2019-10-10,0.492901835997412
2019-10-11,0.449417401545848
2019-10-12,0.431529507987214
2019-10-13,0.423757765028212
2019-10-14,0.427103076255247
2019-10-15,0.422636922774915
2019-10-16,0.417930561763895
2019-10-17,0.428507757345307
2019-10-18,0.394398160301216
2019-10-19,0.388240152266883
2019-10-20,0.404693697664169
2019-10-21,0.401491730691759
2019-10-22,0.415978134504411
2019-10-23,0.413990991587504
2019-10-24,0.416819359564012
2019-10-25,0.408737260270058
2019-10-26,0.425798688616071
2019-10-27,0.408654163350369
2019-10-28,0.421479594950773
2019-10-29,0.427758140901549
2019-10-30,0.422866191432257
2019-10-31,0.429268639460868
2019-11-01,0.413289280517256
2019-11-02,0.422957049797217
2019-11-03,0.436458544162889
2019-11-04,0.43759464135906
2019-11-05,0.427275874188557
2019-11-06,0.415708385836694
2019-11-07,0.420543621086499
2019-11-08,0.424113428120877
2019-11-09,0.410014707064751
2019-11-10,0.400362927460824
2019-11-11,0.410638059776712
2019-11-12,0.396740402324265
2019-11-13,0.397757935279073
2019-11-14,0.447114184598472
2019-11-15,0.507259788669335
2019-11-16,0.493960851438189
2019-11-17,0.468664905342324
2019-11-18,0.554565981542439
2019-11-19,0.680036161223853
2019-11-20,0.567937104133287
2019-11-21,0.566048340965046
2019-11-22,0.623561018747407
2019-11-23,0.6855481127218
2019-11-24,0.560025222995162
2019-11-25,0.694097821319787
2019-11-26,0.732674888942553
2019-11-27,0.707646350293192
2019-11-28,0.605562156574442
2019-11-29,0.571690144296656
2019-11-30,0.616252511160714
2019-12-01,0.620871408271927
2019-12-02,0.6742657465832
2019-12-03,0.658749543397744
2019-12-04,0.599787263588779
2019-12-05,0.614093552974232
2019-12-06,0.641346153846154
2019-12-07,0.582117532922942
2019-12-08,0.586341183835235
2019-12-09,0.606932681318406
2019-12-10,0.8206957697652
2019-12-11,0.975449515905947
2019-12-12,0.904947210347877
2019-12-13,0.8270329100067
2019-12-14,0.940754089808925
2019-12-15,0.900010156775917
2019-12-16,0.848205955165207
2019-12-17,1.05858882815215
2019-12-18,1.05424180632016
2019-12-19,0.994230231823484
2019-12-20,1.11060157695867
2019-12-21,1.05717227423051
2019-12-22,1.04378644009988
2019-12-23,0.894974481491815
2019-12-24,1.09703001305849
2019-12-25,1.09398149560999
2019-12-26,1.18619330927921
2019-12-27,1.14321266968326
2019-12-28,1.11430128565374
2019-12-29,1.18455912814755
2019-12-30,1.12068849839326
2019-12-31,1.12712893643222
